000200576X	0.00	0.00	0.00	100.00
0002005808	11.43	47.62	35.24	5.71
0002006006	11.11	55.56	22.22	11.11
0002006162	0.00	0.00	50.00	50.00
0002006413	0.00	0.00	100.00	0.00
0002006618	0.00	50.00	50.00	0.00
0002006650	0.00	0.00	100.00	0.00
0002006715	17.39	30.43	34.78	17.39
0002006723	33.33	33.33	0.00	33.33
0002006758	0.00	0.00	0.00	100.00
0002006774	0.00	50.00	50.00	0.00
0002006812	13.99	22.38	23.08	40.56
0002006898	25.00	10.71	28.57	35.71
0002007207	8.57	31.43	28.57	31.43
000200724X	22.22	11.11	18.52	48.15
0002007576	20.00	0.00	40.00	40.00
0002007649	33.33	33.33	0.00	33.33
0002007681	17.07	31.71	31.71	19.51
0002007770	11.11	0.00	55.56	33.33
0002007827	38.46	30.77	23.08	7.69
0002007843	22.22	26.67	13.33	37.78
0002007908	11.11	33.33	11.11	44.44
0002007932	35.71	28.57	14.29	21.43
0002008211	25.00	62.50	12.50	0.00
0002008394	6.67	46.67	26.67	20.00
0002008475	33.33	33.33	33.33	0.00
0002008483	11.11	33.33	22.22	33.33
0002008505	50.00	25.00	25.00	0.00
0002008572	12.12	33.33	27.27	27.27
0002008815	0.00	22.22	22.22	55.56
0002051850	12.50	37.50	25.00	25.00
0002103540	14.29	42.86	14.29	28.57
0002103648	0.00	0.00	0.00	100.00
0002103818	9.09	54.55	18.18	18.18
0002110210	50.00	0.00	50.00	0.00
0002110326	50.00	50.00	0.00	0.00
0002110725	100.00	0.00	0.00	0.00
0002111306	50.00	33.33	16.67	0.00
0002111616	21.43	19.05	21.43	38.10
0002111640	38.46	15.38	23.08	23.08
0002111713	25.00	25.00	0.00	50.00
0002112388	20.00	20.00	40.00	20.00
000211268X	33.33	33.33	5.56	27.78
0002113570	0.00	0.00	100.00	0.00
0002113848	33.33	0.00	66.67	0.00
0002114038	50.00	50.00	0.00	0.00
0002114186	0.00	0.00	0.00	100.00
0002114437	27.78	27.78	11.11	33.33
0002114453	9.09	27.27	18.18	45.45
0002114674	0.00	50.00	0.00	50.00
000211495X	38.46	23.08	23.08	15.38
0002115050	20.00	20.00	20.00	40.00
0002115352	66.67	0.00	0.00	33.33
0002115581	25.00	0.00	50.00	25.00
000211562X	35.71	14.29	28.57	21.43
0002115808	0.00	0.00	50.00	50.00
0002116138	0.00	100.00	0.00	0.00
0002116448	40.00	20.00	20.00	20.00
0002116456	0.00	100.00	0.00	0.00
0002116499	100.00	0.00	0.00	0.00
0002117053	40.00	40.00	0.00	20.00
0002117088	0.00	100.00	0.00	0.00
0002117177	0.00	0.00	100.00	0.00
0002117207	0.00	100.00	0.00	0.00
0002117274	16.67	16.67	16.67	50.00
0002117649	0.00	0.00	25.00	75.00
0002117886	0.00	100.00	0.00	0.00
0002118572	0.00	100.00	0.00	0.00
0002118769	14.29	0.00	42.86	42.86
0002118858	0.00	0.00	0.00	100.00
0002119307	0.00	100.00	0.00	0.00
0002119366	0.00	28.57	57.14	14.29
0002119560	0.00	0.00	100.00	0.00
0002133636	0.00	0.00	33.33	66.67
0002150514	21.43	14.29	28.57	35.71
0002151189	16.67	33.33	16.67	33.33
000215126X	0.00	0.00	0.00	100.00
0002151448	0.00	0.00	0.00	100.00
0002151634	0.00	0.00	0.00	100.00
000215191X	50.00	0.00	0.00	50.00
0002152134	20.00	40.00	20.00	20.00
0002152460	0.00	0.00	100.00	0.00
0002152975	12.50	4.17	33.33	50.00
0002153211	13.33	6.67	26.67	53.33
0002153238	50.00	0.00	25.00	25.00
0002153246	0.00	16.67	33.33	50.00
0002153327	0.00	0.00	40.00	60.00
0002153432	40.00	20.00	40.00	0.00
0002153904	50.00	0.00	0.00	50.00
0002153971	50.00	0.00	0.00	50.00
0002154129	0.00	0.00	50.00	50.00
0002154390	32.07	11.96	12.50	43.48
0002154463	0.00	33.33	0.00	66.67
0002154579	0.00	33.33	0.00	66.67
0002154781	5.88	8.82	22.06	63.24
0002154838	43.55	6.45	11.29	38.71
0002155133	24.00	4.00	28.00	44.00
0002155435	40.68	22.03	13.56	23.73
0002155796	29.41	5.88	35.29	29.41
000215644X	38.46	15.38	7.69	38.46
0002156660	33.33	16.67	50.00	0.00
0002156849	42.55	21.28	8.51	27.66
0002157233	0.00	0.00	66.67	33.33
000215725X	28.57	28.57	14.29	28.57
0002157292	50.00	0.00	50.00	0.00
0002157330	33.33	33.33	0.00	33.33
0002157462	0.00	100.00	0.00	0.00
0002157470	100.00	0.00	0.00	0.00
0002157977	52.00	24.00	8.00	16.00
0002158000	25.00	25.00	25.00	25.00
0002158183	100.00	0.00	0.00	0.00
0002158388	0.00	0.00	66.67	33.33
0002158426	12.50	0.00	12.50	75.00
0002158442	0.00	0.00	0.00	100.00
000215854X	50.00	0.00	50.00	0.00
0002158612	0.00	0.00	33.33	66.67
000215921X	0.00	0.00	0.00	100.00
0002159260	100.00	0.00	0.00	0.00
0002159317	42.86	28.57	0.00	28.57
0002159449	0.00	25.00	25.00	50.00
000215949X	50.00	50.00	0.00	0.00
0002159511	0.00	33.33	0.00	66.67
0002159619	0.00	0.00	80.00	20.00
0002159627	23.08	23.08	23.08	30.77
0002159643	0.00	33.33	33.33	33.33
0002159996	33.33	0.00	33.33	33.33
0002160161	0.00	0.00	0.00	100.00
0002160374	8.33	16.67	33.33	41.67
0002160544	14.29	42.86	14.29	28.57
0002160560	14.93	47.76	14.93	22.39
0002160587	0.00	33.33	33.33	33.33
0002161184	50.00	0.00	25.00	25.00
0002161362	0.00	100.00	0.00	0.00
0002161508	13.33	33.33	13.33	40.00
0002161621	100.00	0.00	0.00	0.00
000216163X	12.73	51.82	21.82	13.64
000216194X	25.00	0.00	25.00	50.00
0002162288	50.00	0.00	12.50	37.50
0002162652	0.00	100.00	0.00	0.00
0002162733	0.00	50.00	0.00	50.00
0002162989	0.00	42.86	42.86	14.29
0002163292	0.00	100.00	0.00	0.00
0002163519	100.00	0.00	0.00	0.00
0002163659	11.11	22.22	11.11	55.56
0002164248	0.00	0.00	50.00	50.00
0002164639	33.33	16.67	33.33	16.67
0002166070	50.00	0.00	50.00	0.00
0002166453	20.83	8.33	41.67	29.17
0002166461	18.18	27.27	18.18	36.36
0002166658	33.33	0.00	0.00	66.67
0002166674	0.00	33.33	16.67	50.00
0002166925	0.00	100.00	0.00	0.00
0002166992	0.00	0.00	33.33	66.67
0002167425	16.67	16.67	50.00	16.67
0002167549	16.67	0.00	33.33	50.00
0002167859	0.00	0.00	0.00	100.00
000216843X	25.93	11.11	33.33	29.63
0002168952	0.00	50.00	0.00	50.00
0002169525	16.67	0.00	16.67	66.67
0002170590	33.33	33.33	0.00	33.33
000217104X	26.32	9.21	19.74	44.74
0002171058	26.09	21.74	21.74	30.43
0002172135	20.00	10.00	20.00	50.00
0002172739	14.29	28.57	14.29	42.86
0002172747	16.67	0.00	16.67	66.67
0002173247	0.00	0.00	40.00	60.00
0002173808	16.67	16.67	16.67	50.00
0002174960	0.00	0.00	0.00	100.00
0002175312	12.50	8.33	16.67	62.50
000217572X	44.44	44.44	11.11	0.00
0002175800	0.00	33.33	33.33	33.33
0002175983	35.48	25.81	19.35	19.35
0002176173	25.00	12.50	37.50	25.00
0002176203	0.00	0.00	50.00	50.00
0002176475	37.13	32.46	16.67	13.74
0002177064	37.50	25.00	0.00	37.50
0002177285	0.00	40.00	60.00	0.00
0002177293	22.43	23.36	26.17	28.04
000217734X	26.19	19.05	19.05	35.71
0002177803	18.52	18.52	18.52	44.44
0002177862	34.46	38.58	16.85	10.11
0002177897	29.63	29.63	25.93	14.81
000217796X	66.67	33.33	0.00	0.00
0002178559	50.00	0.00	0.00	50.00
000217863X	22.03	38.98	23.73	15.25
0002179083	8.57	14.29	20.00	57.14
0002179415	40.00	20.00	20.00	20.00
0002179679	13.64	22.73	4.55	59.09
0002179687	50.00	0.00	50.00	0.00
0002179725	13.13	16.16	24.24	46.46
0002179741	13.04	17.39	21.74	47.83
000217989X	10.00	40.00	30.00	20.00
0002179911	20.00	60.00	0.00	20.00
0002179938	0.00	100.00	0.00	0.00
0002181193	40.00	20.00	20.00	20.00
0002182300	17.24	6.90	37.93	37.93
0002184702	0.00	0.00	100.00	0.00
0002184796	0.00	0.00	100.00	0.00
000218494X	0.00	14.29	57.14	28.57
0002185385	100.00	0.00	0.00	0.00
0002187027	18.18	0.00	54.55	27.27
0002187035	0.00	0.00	100.00	0.00
000218706X	0.00	0.00	100.00	0.00
0002187949	1.59	0.00	82.54	15.87
0002188384	10.00	10.00	30.00	50.00
0002188899	0.00	0.00	0.00	100.00
0002189607	0.00	50.00	0.00	50.00
0002189615	33.33	0.00	33.33	33.33
0002190699	100.00	0.00	0.00	0.00
000219080X	100.00	0.00	0.00	0.00
0002191199	50.00	0.00	50.00	0.00
0002191369	33.33	0.00	66.67	0.00
0002191792	50.00	50.00	0.00	0.00
0002192047	29.41	11.76	29.41	29.41
0002192063	36.36	27.27	27.27	9.09
0002192101	100.00	0.00	0.00	0.00
0002192373	37.50	25.00	12.50	25.00
0002192497	20.00	0.00	20.00	60.00
0002192527	0.00	0.00	50.00	50.00
0002192888	33.33	0.00	33.33	33.33
0002193787	33.33	0.00	0.00	66.67
000219502X	28.57	17.86	32.14	21.43
0002195690	36.84	10.53	15.79	36.84
0002197189	30.00	0.00	60.00	10.00
0002197782	33.33	33.33	0.00	33.33
0002197790	33.33	0.00	0.00	66.67
0002198126	0.00	66.67	33.33	0.00
0002198940	50.00	0.00	0.00	50.00
0002199092	0.00	0.00	50.00	50.00
0002199130	23.53	0.00	47.06	29.41
0002199173	8.33	33.33	33.33	25.00
0002199181	0.00	0.00	0.00	100.00
0002199203	40.00	20.00	40.00	0.00
0002199351	0.00	40.00	20.00	40.00
0002199378	12.50	37.50	50.00	0.00
0002199645	50.00	0.00	50.00	0.00
0002199793	0.00	50.00	0.00	50.00
0002199815	0.00	0.00	100.00	0.00
0002199823	16.67	66.67	0.00	16.67
000219984X	0.00	50.00	0.00	50.00
0002199963	40.00	20.00	20.00	20.00
0002200031	36.36	27.27	9.09	27.27
0002200120	0.00	0.00	100.00	0.00
000220035X	100.00	0.00	0.00	0.00
0002200597	5.88	20.59	14.71	58.82
0002200643	50.00	50.00	0.00	0.00
0002201372	50.00	50.00	0.00	0.00
0002201399	20.00	40.00	40.00	0.00
0002202085	27.27	27.27	9.09	36.36
0002202123	33.33	11.11	11.11	44.44
0002202158	0.00	100.00	0.00	0.00
0002210495	0.00	100.00	0.00	0.00
0002210967	14.29	14.29	28.57	42.86
0002211025	30.77	0.00	38.46	30.77
0002211297	0.00	100.00	0.00	0.00
0002211467	0.00	100.00	0.00	0.00
0002211483	50.00	50.00	0.00	0.00
0002211823	0.00	0.00	100.00	0.00
0002212129	100.00	0.00	0.00	0.00
0002212161	20.87	7.28	24.76	47.09
0002212269	100.00	0.00	0.00	0.00
0002213184	18.09	13.83	17.02	51.06
0002213311	29.79	12.77	25.53	31.91
0002213583	25.81	25.81	16.13	32.26
0002214032	13.33	20.00	26.67	40.00
0002214113	27.27	18.18	36.36	18.18
000221413X	50.00	0.00	50.00	0.00
0002214407	50.00	25.00	0.00	25.00
0002214709	0.00	33.33	33.33	33.33
0002215357	11.11	22.22	11.11	55.56
0002215748	60.00	0.00	0.00	40.00
0002216213	33.33	0.00	66.67	0.00
0002216477	10.71	14.29	21.43	53.57
000221685X	15.79	5.26	52.63	26.32
0002216973	60.00	0.00	13.33	26.67
0002217325	33.33	16.67	16.67	33.33
000221735X	11.76	17.65	35.29	35.29
0002217473	10.00	0.00	30.00	60.00
0002217600	8.33	33.33	41.67	16.67
0002217635	0.00	50.00	50.00	0.00
0002218321	12.50	16.67	50.00	20.83
0002218615	0.00	0.00	33.33	66.67
0002218844	0.00	28.57	0.00	71.43
0002218879	0.00	0.00	100.00	0.00
0002219360	20.00	16.00	32.00	32.00
0002219417	0.00	40.00	20.00	40.00
0002219492	22.22	22.22	11.11	44.44
0002219565	20.00	40.00	20.00	20.00
0002220075	13.95	13.18	31.78	41.09
0002220334	0.00	37.50	50.00	12.50
0002220350	50.00	0.00	50.00	0.00
0002221020	11.76	17.65	47.06	23.53
0002221365	9.09	25.45	23.64	41.82
0002221373	33.33	0.00	44.44	22.22
0002222450	6.25	6.25	37.50	50.00
0002222590	0.00	10.00	40.00	50.00
0002222671	0.00	0.00	33.33	66.67
0002222817	0.00	25.00	50.00	25.00
0002222965	0.00	0.00	0.00	100.00
000222383X	50.00	0.00	0.00	50.00
0002226049	25.00	25.00	0.00	50.00
0002226340	0.00	0.00	66.67	33.33
000222657X	0.00	0.00	0.00	100.00
0002226618	0.00	0.00	0.00	100.00
0002226901	0.00	0.00	100.00	0.00
0002227096	0.00	33.33	33.33	33.33
0002228645	0.00	0.00	0.00	100.00
0002229781	0.00	16.67	16.67	66.67
0002231026	33.33	0.00	0.00	66.67
0002231344	50.00	0.00	50.00	0.00
0002231832	23.53	17.65	11.76	47.06
0002231875	33.33	22.22	11.11	33.33
0002232529	0.00	33.33	0.00	66.67
0002233568	50.00	0.00	50.00	0.00
0002233916	50.00	50.00	0.00	0.00
0002234173	66.67	33.33	0.00	0.00
0002234394	0.00	100.00	0.00	0.00
0002234572	0.00	0.00	0.00	100.00
0002235013	22.37	11.84	25.66	40.13
0002236540	26.53	22.45	28.57	22.45
0002236648	27.78	16.67	5.56	50.00
0002236761	14.29	42.86	14.29	28.57
000223677X	11.94	14.93	26.87	46.27
0002237245	11.90	28.57	33.33	26.19
0002237814	45.45	18.18	18.18	18.18
0002238314	22.22	33.33	27.78	16.67
0002238586	18.18	18.18	18.18	45.45
0002238918	25.00	0.00	50.00	25.00
0002238934	100.00	0.00	0.00	0.00
0002239221	33.33	33.33	0.00	33.33
0002239418	7.14	21.43	21.43	50.00
0002239426	33.33	8.33	25.00	33.33
0002239833	0.00	50.00	0.00	50.00
0002240017	0.00	0.00	0.00	100.00
0002240432	66.67	0.00	33.33	0.00
000224053X	0.00	0.00	50.00	50.00
0002241749	0.00	100.00	0.00	0.00
0002242052	0.00	0.00	100.00	0.00
0002243644	0.00	33.33	33.33	33.33
0002243741	44.44	22.22	11.11	22.22
0002243768	38.46	7.69	15.38	38.46
0002245493	50.00	0.00	0.00	50.00
0002245604	100.00	0.00	0.00	0.00
0002245833	0.00	100.00	0.00	0.00
0002245922	18.18	0.00	0.00	81.82
0002246325	9.09	27.27	9.09	54.55
0002247399	0.00	100.00	0.00	0.00
0002247593	40.35	40.35	15.79	3.51
0002247623	17.65	47.06	29.41	5.88
0002250357	61.54	15.38	15.38	7.69
0002250381	34.78	43.48	21.74	0.00
0002250462	100.00	0.00	0.00	0.00
0002250519	10.00	40.00	40.00	10.00
0002250535	0.00	0.00	100.00	0.00
000225056X	0.00	0.00	0.00	100.00
0002250616	14.63	4.88	46.34	34.15
0002250667	0.00	0.00	100.00	0.00
0002250713	48.78	0.00	4.88	46.34
000225073X	0.00	0.00	0.00	100.00
0002250748	0.00	25.00	50.00	25.00
0002250756	47.06	23.53	14.71	14.71
0002251043	38.24	20.59	32.35	8.82
0002251183	13.33	46.67	40.00	0.00
0002251205	0.00	0.00	100.00	0.00
0002251213	0.00	81.82	9.09	9.09
0002251337	0.00	0.00	100.00	0.00
0002251493	20.00	60.00	20.00	0.00
0002251507	10.00	50.00	22.50	17.50
000225168X	0.00	100.00	0.00	0.00
0002251833	33.33	33.33	0.00	33.33
0002251884	10.64	8.51	53.19	27.66
0002251930	0.00	0.00	66.67	33.33
0002251965	25.00	25.00	25.00	25.00
0002251981	0.00	0.00	0.00	100.00
0002252015	50.00	25.00	25.00	0.00
0002252082	0.00	100.00	0.00	0.00
0002252104	0.00	100.00	0.00	0.00
0002252139	0.00	100.00	0.00	0.00
000225218X	50.00	50.00	0.00	0.00
0002253305	0.00	100.00	0.00	0.00
0002253372	0.00	50.00	0.00	50.00
0002253399	0.00	50.00	25.00	25.00
0002253968	33.33	33.33	11.11	22.22
0002254123	0.00	0.00	50.00	50.00
0002254131	0.00	57.14	14.29	28.57
0002254182	0.00	33.33	66.67	0.00
0002254409	0.00	0.00	100.00	0.00
0002254565	100.00	0.00	0.00	0.00
0002254816	0.00	0.00	0.00	100.00
0002254980	53.85	15.38	7.69	23.08
0002255553	22.73	22.73	22.73	31.82
0002255731	0.00	0.00	100.00	0.00
000225686X	0.00	0.00	75.00	25.00
000225705X	0.00	0.00	100.00	0.00
0002257777	0.00	0.00	63.64	36.36
0002258579	66.67	0.00	0.00	33.33
0002259192	25.93	22.22	25.93	25.93
000225977X	0.00	0.00	0.00	100.00
0002261200	31.25	18.75	12.50	37.50
0002261790	66.67	0.00	0.00	33.33
0002310899	23.08	23.08	30.77	23.08
0002311216	0.00	50.00	0.00	50.00
0002311240	66.67	11.11	11.11	11.11
0002312263	36.17	27.66	20.43	15.74
0002312298	33.33	33.33	0.00	33.33
0002313030	27.27	36.36	27.27	9.09
0002314282	29.94	31.85	21.66	16.56
0002314355	34.21	28.95	18.42	18.42
0002314592	25.00	25.00	25.00	25.00
000231469X	33.79	28.97	25.52	11.72
0002315459	50.00	0.00	16.67	33.33
0002315963	33.33	22.22	22.22	22.22
0002318075	21.05	38.16	23.68	17.11
0002318350	25.00	30.00	10.00	35.00
0002318652	25.93	33.33	25.93	14.81
0002318733	27.78	38.89	11.11	22.22
0002321688	0.00	0.00	0.00	100.00
0002322307	50.00	50.00	0.00	0.00
0002322528	0.00	100.00	0.00	0.00
0002324849	50.00	50.00	0.00	0.00
0002326698	10.00	43.33	33.33	13.33
0002326817	0.00	33.33	50.00	16.67
0002326825	0.00	0.00	100.00	0.00
0002326841	0.00	100.00	0.00	0.00
0002326876	24.29	32.86	22.86	20.00
0002327031	50.00	0.00	0.00	50.00
0002338114	0.00	0.00	100.00	0.00
0002430185	28.26	36.96	17.39	17.39
0002434032	25.00	50.00	25.00	0.00
0002444763	14.29	57.14	28.57	0.00
0002446405	26.00	32.00	18.00	24.00
0002477904	30.56	27.78	30.56	11.11
0002550296	25.00	50.00	0.00	25.00
0002550318	33.33	55.56	11.11	0.00
0002550326	22.86	37.14	22.86	17.14
0002550512	25.00	55.00	5.00	15.00
0002550741	0.00	50.00	0.00	50.00
0002550857	25.00	0.00	50.00	25.00
0002550865	41.38	37.93	10.34	10.34
0002550938	45.45	36.36	9.09	9.09
0002551101	40.00	20.00	40.00	0.00
000255111X	33.33	16.67	33.33	16.67
0002551152	14.29	35.71	14.29	35.71
0002551195	0.00	0.00	50.00	50.00
0002551470	15.38	27.69	20.77	36.15
0002551489	20.00	20.00	10.00	50.00
0002551497	11.76	11.76	35.29	41.18
0002551500	14.29	0.00	42.86	42.86
0002551519	0.00	66.67	16.67	16.67
0002551543	0.00	0.00	0.00	100.00
0002551659	0.00	0.00	0.00	100.00
0002551667	9.39	8.72	45.18	36.71
0002551675	11.84	13.88	28.16	46.12
0002552078	19.15	10.11	20.74	50.00
0002552175	11.86	11.86	26.27	50.00
000255223X	11.11	11.11	44.44	33.33
0002552256	33.33	8.33	33.33	25.00
0002552264	33.33	0.00	33.33	33.33
0002552396	18.75	12.50	31.25	37.50
0002552493	17.39	21.74	34.78	26.09
0002552507	30.77	15.38	23.08	30.77
0002552523	0.00	14.29	14.29	71.43
0002552531	33.33	33.33	0.00	33.33
0002552574	9.52	46.03	26.98	17.46
000255268X	14.29	0.00	14.29	71.43
0002553112	27.27	9.09	54.55	9.09
000255321X	0.00	25.00	50.00	25.00
0002553295	0.00	0.00	33.33	66.67
0002553341	22.22	55.56	0.00	22.22
0002553430	4.00	56.00	20.00	20.00
0002553449	0.00	0.00	33.33	66.67
0002553457	50.00	0.00	0.00	50.00
0002553473	0.00	0.00	0.00	100.00
0002553481	0.00	0.00	0.00	100.00
0002553635	16.67	33.33	16.67	33.33
0002553708	0.00	0.00	0.00	100.00
0002553732	0.00	33.33	33.33	33.33
000255383X	66.67	0.00	0.00	33.33
0002553910	0.00	50.00	50.00	0.00
000255397X	33.17	19.51	17.56	29.76
0002553988	19.05	19.05	23.81	38.10
0002554151	25.00	0.00	37.50	37.50
0002554194	12.50	25.00	50.00	12.50
0002554216	15.56	24.44	20.00	40.00
